Country,WHO_Region,cases_perMil,deaths_perMil,mean_age,Transmission_Classification,HIV.AIDS,Genital.herpes,Ascariasis,Malaria,Trichuriasis,Tuberculosis,popDen,latitude,longitude,Avg_Rainfall91.2016_mm,Avg_temp91.2016_c,GDPpc,PerUrb,HCexpend,inv_simpsons,Hookworm_disease,Schistosomiasis,Lymphatic_filariasis,inf_diseaseBurden,Total_tests_per_thousand,Diabetes_prevalence,Cardiovasc_death_rate,Hospital_beds_per_thousand,PropOver_70,AirConnectivityIndex,IHME_meanExcessDeaths,IHME_lowerCIExcessDeaths,IHME_upperCIExcessDeaths,WHO_meanExcessDeaths,WHO_lowerCIExcessDeaths,WHO_upperCIExcessDeaths,pscore.mean,pscore.mean.se,People_vaccinated
Rwanda,Africa,1283.26,17.22,19.7,Community_transmission,0.017032168,0.212964107,0.074670273,0.128716157,0.115812897,0.203513421,498.6598703,-1.940278,29.873888,102.3400335,20.01248558,774.5226038,17.1418,774.5226038,7.638848,0.090975621,0.144169842,0,1354981.741,11432.932,4.28,191.375,NA,3.028253062,0.02,21900,17500,27500,5401.110431,-26398.37073,44568.92489,4.144580864,0.093359107,7611254
Saint Kitts and Nevis,Americas,751.99,0,36.5,Sporadic_cases,0.008900809,0.256184552,0,0,0,0.203760205,201.6846154,17.357822,-62.782998,197.702842,25.20702949,19041.94034,30.793,19041.94034,2.794872,0,0,0,2381.327501,NA,12.84,NA,2.3,NA,NA,30,-50,74,-207.1980943,-603.6417873,267.7198166,-19.46120961,0.303498815,55980
Saint Lucia,Americas,11038.68,103.47,36.9,Sporadic_cases,0.002158283,0.256518462,0.026222941,0,0.033034975,0.232029673,298.1786885,13.909444,-60.978893,205.9907469,26.38101282,10894.49266,18.6234,10894.49266,3.382297,0.007234927,0,0,2822.435391,NA,11.62,204.62,1.3,10.03501286,0.04,501,286,710,369.9151224,-661.1329075,1567.628439,11.40975648,0.120236372,25175
Saint Vincent and the Grenadines,Americas,11564.81,36.06,35.3,Clusters_of_cases,0.003997978,0.239368037,0.025192278,0,0.036086985,0.252906961,282.5897436,12.984305,-61.287228,136.433216,27.39501731,7205.562908,51.7866,7205.562908,3.346557,0.009237293,0,0,2756.371111,NA,11.62,252.675,2.6,9.740570943,0.04,234,121,361,493.5386721,-210.2340657,1348.588352,26.37419713,0.325509009,24884
Samoa,Western Pacific,15.12,0,25.6,No_cases,0.001260556,0.149827711,0.058266016,0,0.057697791,0.339698086,69.30388693,-13.759029,-172.104629,258.0466173,27.58954712,4191.027702,18.4692,4191.027702,3.762921,0.013624301,0,0.024512183,6285.45855,NA,9.21,348.977,NA,NA,NA,NA,NA,NA,-88.59100334,-808.1643765,752.3068803,-3.588583904,0.107618275,NA
San Marino,Europe,92433.26,2033.12,45.2,Community_transmission,0.000747149,0.117165514,0,0,0,0.076627063,563.0833333,43.94236,12.457777,NA,NA,45220.35838,97.063,45220.35838,2.398999,0.005207386,0,0,231.3190871,NA,5.64,NA,3.8,NA,0.04,118,100,138,170.522567,70.57474417,263.238539,28.82952472,0.069081497,NA
Sao Tome and Principe,Africa,6182.73,100.38,19.3,Community_transmission,0.000140989,0.16953951,0.083900554,0.011155871,0.03565504,0.175207878,219.8208333,0.18636,6.613081,177.2261475,23.93371699,1799.777888,71.927,1799.777888,5.007559,0.007547836,0.000148223,0.026705805,9689.244949,NA,2.42,270.113,2.9,2.960159214,0.02,235,157,303,190.8957738,-480.0543702,993.2176508,9.669242629,0.12193492,89212
Saudi Arabia,Eastern Mediterranean,10646.16,184.01,30.8,Sporadic_cases,0.000307934,0.104401501,0.010094474,5.89E-05,0.029033747,0.183034196,15.67665431,23.885942,45.079162,5.860535641,25.50970032,21557.94767,83.6224,21557.94767,3.787655,0.002352256,0.023971469,0,400595.3112,76124.519,17.72,259.538,2.7,3.4128866,0.04,32900,21100,41600,17549.65016,-55013.51608,105937.1348,6.345252969,0.101271792,9423397
Senegal,Africa,1735.38,41.15,19.4,Community_transmission,0.00320758,0.133991629,0.114991352,0.024813762,0.119637003,0.202599734,82.34747832,14.497401,-14.452362,59.56883689,28.63098878,1352.654466,46.7486,1352.654466,7.190223,0.101969864,0.089355035,0.0103881,1766604.74,4487.26,2.42,241.219,NA,3.098476445,0.02,38600,31900,50000,16504.08343,-27249.48971,70758.28214,9.53438194,0.095322456,1324897
Serbia,Europe,58853.37,594.36,43.4,Community_transmission,0.000275034,0.084631067,0,0,0,0.174109598,79.8376858,44.016521,21.005859,63.15389821,11.05039516,6462.192619,55.96,6462.192619,2.575244,0,0,0,67403.17097,78210.557,10.08,439.415,5.609,18.74050342,0.08,37400,35200,40700,55643.47862,41188.21211,69532.24628,23.86494271,0.02613263,3306777
Seychelles,Africa,16014.72,71.18,36.8,Community_transmission,0.001080556,0.171633576,0.022943535,0,0.071521624,0.302071768,210.3521739,-4.679574,55.491977,135.9992685,27.40689231,15911.82818,56.2604,15911.82818,3.271308,0.007781245,0,0,3093.698218,NA,10.55,242.648,3.6,7.805481947,0.01,116,98,144,6.93491496,-309.6013977,356.8711445,0.337381827,0.120628434,83940
Sierra Leone,Africa,474.99,9.9,19.1,Community_transmission,0.010028082,0.150285276,0.079307026,0.346189436,0.064572672,0.208262056,105.987171,8.460555,-11.779889,203.3372919,26.42637981,530.1099384,41.6464,530.1099384,6.026111,0.09511781,0.008418908,0.048506736,2196893.968,NA,2.42,325.721,NA,2.947736623,0.02,7570,4980,10300,7884.755713,-25490.57407,48017.79493,6.167185697,0.099441302,736612
Singapore,Western Pacific,10208.12,4.96,35.6,Sporadic_cases,0.000867257,0.127344396,0,0,0,0.196851229,7952.998418,1.352083,103.819836,209.6255116,27.80535833,60962.14425,100,60962.14425,2.384924,0,0,0,65176.35233,29987.765,10.99,92.243,2.4,12.39312948,0.04,-1770,-2360,-1090,1474.879264,-851.1548508,3792.581436,2.63359223,0.013763154,4845662
Slovakia,Europe,48685.79,985.78,41.8,Clusters_of_cases,6.65E-05,0.087197826,0,0,0,0.163541924,113.2855865,48.669026,19.699024,63.66602628,8.452958686,17809.77652,53.7802,17809.77652,2.688726,0,0,0,54802.94141,360949.022,7.29,287.959,5.82,16.17236389,0.09,25400,23800,26600,24320.15568,18712.34786,29809.49651,21.77100228,0.021308244,2524649
Slovenia,Europe,83871.67,1873.07,44.9,Clusters_of_cases,0.000138307,0.089957592,0,0,0,0.137346299,102.9636605,46.151241,14.995463,111.9027647,9.677380513,23624.06463,54.2874,23624.06463,2.693242,0,0,0,13916.66907,73447.824,7.25,153.493,4.5,20.18628401,0.09,6980,6070,7830,5581.839604,2486.682903,8564.082751,13.11503811,0.028179289,1247264
Solomon Islands,Western Pacific,26.21,0,23.5,No_cases,0.001142362,0.13571923,0.011346283,0.029281855,0.144605403,0.36771582,23.32468739,-9.64571,160.156194,252.0202801,25.76576827,2308.1258,23.2856,2308.1258,4.227376,0.112079293,0,0,64682.92326,NA,18.68,459.78,1.4,NA,NA,NA,NA,NA,-60.12428294,-2484.075118,2889.399023,-0.613666221,0.095605909,NA
Somalia,Eastern Mediterranean,305.92,8.43,18.5,Community_transmission,0.001984269,0.174945845,0.262996333,0.046994458,0.050691553,0.176123926,23.9234769,5.152149,46.199616,22.70419026,27.27487115,NA,44.3954,NA,6.56932,0.101044474,0.090459863,0,6209556.983,NA,6.05,365.769,0.9,2.889203812,0.02,89000,45800,153000,35460.52124,-51577.64402,141169.6514,10.52854306,0.100367925,1095408
South Africa,Africa,24912.22,783.58,28,Community_transmission,0.14745607,0.307164656,0.007395387,0.000826249,0.041301184,0.452178193,47.63011978,-30.559482,22.937506,38.30377356,18.2151142,5903.092181,65.846,5903.092181,4.637813,0.029538737,0.080533233,0,11112288.21,28422.361,5.52,200.38,2.32,5.415255608,0.04,302000,287000,332000,238671.0072,200956.9651,275484.2504,22.33018135,0.014442372,18886968
South Sudan,Africa,411.75,5.81,18.6,Community_transmission,0.012532606,0.186705055,0.013519102,0.167248732,0.033197423,0.243498522,NA,6.877,31.307,83.87234119,27.82378718,1119.651333,19.3608,1119.651333,7.355363,0.175925444,0.053810615,0.015209447,2516513.415,783.202,10.43,280.775,NA,3.376805137,NA,14700,8460,24000,9166.161761,-34921.23798,62553.95653,5.11286671,0.092715239,236776
Spain,Europe,62312.88,1300.44,43.9,Community_transmission,0.00237485,0.10964755,0,0,0,0.029729722,93.67719744,40.463667,-3.74922,49.68400215,13.90396801,28079.45374,80.0816,28079.45374,2.018317,0,0,0,334587.2058,15801.553,7.17,99.403,2.97,19.64782295,0.08,162000,157000,166000,103936.985,54120.09847,152580.0953,12.13822116,0.02124984,39674966
Sri Lanka,South-East Asia,3279.98,17.05,33.7,Clusters_of_cases,9.66E-05,0.167218262,0.015782575,0,0.09041527,0.292350119,345.558922,7.873054,80.771797,141.0176748,27.25148782,3948.153342,18.4024,3948.153342,3.460558,0.014004668,0,0.001512025,319381.6082,12166.599,10.68,197.093,3.6,10.83880576,0.02,12900,7670,18100,-8831.176397,-55267.96922,42839.95758,-2.593505486,0.081781689,16035250
Sudan,Eastern Mediterranean,680.76,41.85,18.3,Community_transmission,0.002744309,0.076803397,0.031290675,0.038065308,0.052241615,0.177445576,NA,12.862807,30.217636,20.71728683,27.77713558,1077.248251,34.3926,1077.248251,5.800546,0.027151044,0.011530623,0.013722293,2070246.913,NA,15.67,431.388,0.8,3.627317326,0.02,83600,59900,1.00E+05,37998.63271,-84969.61737,185435.1844,7.828250469,0.095786542,2953576
Suriname,Americas,14780.99,274.45,31,Community_transmission,0.006383747,0.231991032,0.029005469,0.001517985,0.036598834,0.263025409,3.692224359,3.919305,-56.027783,191.7774798,26.09988301,6422.742487,66.0584,6422.742487,4.262997,0.008322278,0.121864572,0,17118.93726,NA,12.54,258.314,3.1,7.015129728,0.02,2590,1370,3790,726.5412487,139.0463892,1334.094925,7.133254662,0.029438145,262401
Sweden,Europe,58228.2,1199.59,41.1,Community_transmission,0.000526483,0.135712461,0,0,0,0.18226965,24.98149812,60.128161,18.643501,56.04342372,2.537721731,52701.24611,87.138,52701.24611,2.222294,0,0,0,68074.12431,NA,4.79,133.982,2.22,20.19856962,0.07,18100,16900,19500,13438.69734,4876.346977,21897.32563,7.474800602,0.016614944,7615799
Switzerland,Europe,61534.17,1025.12,42.7,Community_transmission,0.002714242,0.130994919,0,0,0,0.076510978,215.4653505,46.818188,8.227512,127.1149784,6.713588109,81503.13181,73.7728,81503.13181,2.238162,0,0,0,47583.27033,81376.764,5.59,99.739,4.53,18.83799606,0.11,15500,14000,17000,8247.219054,1485.279121,14883.53268,5.619710279,0.016535807,5960662
Syrian Arab Republic,Eastern Mediterranean,831.45,54.74,23.5,Community_transmission,2.79E-05,0.084637221,0.042608576,0,0.030184652,0.145932792,92.06710777,34.802075,38.996815,22.83998221,18.45703471,NA,53.4972,NA,4.422995,0.002864491,0.024979618,0,199275.7493,NA,NA,376.264,1.5,4.691855102,0.05,27100,17200,35800,7313.834825,-53681.13878,74857.46116,8.14223248,0.176318958,1317963
Tajikistan,Europe,1437.88,9.54,25.3,Pending,0.000508842,0.071956396,0.073857847,3.20E-05,0.002686856,0.26508328,65.57271417,38.861034,71.276093,43.76687981,4.001359519,847.0129108,27.0036,847.0129108,3.226007,0.010034337,0,0,405405.3022,NA,7.11,427.698,4.8,3.085961212,0.03,29400,28300,30500,13008.73759,-3940.785806,32875.47737,13.79266839,0.092774793,3679634
Thailand,South-East Asia,340.2,1.13,39,Clusters_of_cases,0.007747411,0.208705419,0.035507317,0.000706745,0.063261535,0.275839683,135.8972068,15.870032,100.992541,130.2134678,26.71120801,6705.882145,49.1966,6705.882145,3.638516,0.007420266,0,0.007039241,2163246.552,6731.027,7.04,109.861,2.1,12.40625033,0.04,35200,26600,42200,15301.27518,-56039.78875,84842.56375,1.509847694,0.023598041,51292989
The United Kingdom,Europe,58329.96,1661.58,40.6,Community_transmission,0.002085203,0.10024839,0,0,0,0.085724798,274.7089819,55.378051,-3.435973,103.6380205,9.062469455,42354.74561,83.141,42354.74561,2.455429,0,0,0,691317.7518,201189.162,4.28,122.137,2.54,18.50869564,0.12,169000,163000,174000,148896.7539,77108.41944,218564.6406,11.84400481,0.021864564,50012561
Timor-Leste,South-East Asia,65.23,0,19.6,Sporadic_cases,0.002822998,0.123347389,0.067296098,0.000361135,0.119002346,0.348606803,85.27047747,-8.874217,125.727539,130.6706106,25.44747468,1352.73491,30.2154,1352.73491,4.430067,0.060642926,0,0.07771629,84993.90792,NA,6.86,335.346,5.9,NA,NA,1300,976,1610,683.0694469,-3339.884482,5474.030074,4.379770268,0.099970392,NA
Togo,Africa,663.87,9.66,20,Community_transmission,0.014169022,0.163539695,0.058550268,0.267979536,0.048415554,0.198936359,145.0467733,8.619543,0.824782,97.00906484,27.38863942,630.7471811,41.168,630.7471811,5.85575,0.174178167,0.017761031,0.001106817,1470920.785,5142.972,6.15,280.033,0.7,2.887347591,0.02,9030,6920,12000,-6988.748751,-8798.026178,-5205.9954,-6.346943729,0.005362288,1395223
Tokelau,Western Pacific,0,0,NA,No_cases,0.001485144,0.165928041,0.027660357,0,0.052387307,0.32976708,NA,-8.967363,-171.855881,NA,NA,NA,NA,NA,3.263905,0.012226705,0,0,39.93338646,NA,NA,NA,NA,NA,NA,5130,2640,7830,NA,NA,NA,NA,NA,NA
Tonga,Western Pacific,0,0,24.1,No_cases,0.000431417,0.152660897,0.0196126,0,0.032527979,0.348354022,143.3291667,-21.178986,-175.198242,138.2146619,24.96601859,4530.407908,23.1808,4530.407908,3.126835,0.026074356,0,0.003394293,3092.547677,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.71036136,-460.4417198,464.8818621,-2.879753177,0.120530037,NA
Trinidad and Tobago,Americas,5441.99,96.46,37.8,Community_transmission,0.007025826,0.260481464,0.012854568,0,0.031355046,0.239972805,270.9274854,10.691803,-61.222503,133.2558428,26.54560128,17046.54795,53.229,17046.54795,3.169138,0.006038655,0,0,25300.66616,10051.844,10.97,228.467,3,11.11820802,0.03,NA,NA,NA,2030.960767,-3214.462046,8231.424928,10.99051365,0.109996829,709406
Tunisia,Eastern Mediterranean,18424.57,614.03,32.7,Community_transmission,0.000274553,0.116828804,0.025391425,0,0.026798871,0.138221707,74.44132338,33.886917,9.537499,22.15569814,20.38518125,3559.418157,68.6486,3559.418157,4.266479,0.002412001,0.019624968,0,114161.8623,1262.233,8.52,318.991,2.3,8.593468556,0.07,72500,59300,84100,23821.48694,838.6820159,50180.63349,17.41487932,0.098730996,6790542
Turkey,Europe,30111.3,318.95,32.2,Community_transmission,6.76E-05,0.099487205,0.01768629,0,0.027189533,0.188848147,106.9601289,38.963745,35.243322,47.59197157,11.66637702,10215.03956,74.6324,10215.03956,3.060982,0.002706887,0,0,753964.9764,66058.574,12.13,171.285,2.81,8.726283826,0.06,185000,160000,217000,263944.8502,165725.7125,376957.1982,29.88203537,0.056433289,54362252
Turkmenistan,Europe,0,0,29.2,No_cases,0.000789533,0.084141347,0.009002828,0,0.002976912,0.232395878,12.45059477,38.969719,59.556278,12.66728359,15.96647058,6593.988709,51.1678,6593.988709,2.929513,0.016491658,0,0,156325.9482,NA,NA,NA,NA,NA,NA,15200,14700,15800,651.6639967,-17835.57875,22964.61228,0.993891261,0.095094095,NA
Tuvalu,Western Pacific,0,0,26.6,No_cases,0.001561479,0.168570534,0.044367405,0,0.053956849,0.378010941,383.6,-7.109535,177.64933,257.8530612,28.50463814,3557.193757,61.5014,3557.193757,3.173443,0.012997788,0,0,415.126025,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.94900492,-142.5641431,148.9395136,-4.973158345,0.23067954,NA
Uganda,Africa,871.43,7.15,15.7,Community_transmission,0.034092082,0.204169433,0.033686444,0.352851821,0.073276755,0.355745112,213.0617345,1.373333,32.290275,105.5349147,23.50592596,777.8102211,23.203,777.8102211,5.688672,0.099074577,0.067308471,0.003604237,7233153.21,3501.188,2.5,213.333,0.5,1.962550187,0.02,73500,55900,95400,20518.52523,-89626.36647,153592.6522,4.536822358,0.093807738,9138988
Ukraine,Europe,28573.94,543.54,41.2,Community_transmission,0.006273921,0.162866303,0,0,0,0.212636742,77.0296708,48.379433,31.16558,47.14680837,9.072880128,2741.783444,69.2572,2741.783444,2.709627,0,0,0,1019773.289,20245.542,7.11,539.849,8.8,16.70499039,0.06,181000,177000,186000,198226.4677,135682.3877,260060.351,16.93425999,0.020567802,14646647
United Arab Emirates,Eastern Mediterranean,33294.2,94.03,38.4,Community_transmission,0.000255831,0.113247152,0.004754499,0,0.024806881,0.317757598,135.6091101,23.424076,53.847818,4.720580513,27.55765032,40878.5428,86.2396,40878.5428,2.324384,0.002080632,0,0,72758.64946,349471.747,17.26,317.84,1.2,1.156549456,0.05,9340,6500,11800,2329.893839,-9060.364022,16011.18996,5.376982598,0.101526201,9227398
United Republic of Tanzania,Africa,8.52,0.35,18.2,Pending,0.027499238,0.183360914,0.155028418,0.06708198,0.038790955,0.131010722,63.5790788,-6.369028,34.888822,81.42914897,22.90503654,1020.473123,33.0558,1020.473123,7.835872,0.093294759,0.068552334,0.006534761,8483909.311,NA,5.75,217.288,0.7,2.620541103,0.02,132000,102000,188000,40029.65929,-119145.724,233309.0796,6.252982109,0.09876112,2014144
United States of America,Americas,80804.12,1389.7,38.5,Community_transmission,0.005603957,0.181889991,0,0,0,0.118588217,35.71362209,37.09024,-95.712891,55.8877625,7.616999647,60629.43539,82.0612,60629.43539,2.52554,0,0,0,2895404.151,174118.327,10.79,151.089,2.77,16.20960614,0.23,1130000,1080000,1180000,932458.4464,708710.6518,1153670.128,15.17205902,0.013731855,243358687
United States Virgin Islands,Americas,23615.03,229.83,35.5,Community_transmission,0.002354979,0.272107162,0,0,0,0.215195654,305.6485714,18.335765,-64.896335,NA,NA,35555.5687,95.5972,35555.5687,2.615329,0,0,0,1487.634298,NA,NA,NA,NA,19.87511714,NA,526,301,837,NA,NA,NA,NA,NA,NA
Uruguay,Americas,13043.9,141.06,30.1,Community_transmission,0.003676452,0.201245597,0,0,0,0.17868849,19.70802765,-32.522779,-55.765835,110.6826119,17.94185513,16358.23055,95.2378,16358.23055,2.481942,0,0,0,47041.25409,35941.046,6.93,160.708,2.8,14.94124043,0.02,9820,8670,11500,3106.053857,-478.0087369,6640.995896,4.895266947,0.018056477,2782867
Uzbekistan,Europe,2366.47,18.55,23,Clusters_of_cases,0.000704044,0.080250478,0.026599262,0,0.002427748,0.22475033,77.47085096,41.377491,64.585262,17.5447076,13.15879317,2052.663052,50.5722,2052.663052,3.147205,0.005823826,0,0,1130855.69,NA,7.57,724.417,4,4.595215725,0.03,69100,66000,73400,44886.30347,5005.155118,82500.79527,14.12194662,0.045101121,18079919
Vanuatu,Western Pacific,3.26,0,NA,No_cases,0.001218968,0.129161543,0.156318818,0.004751586,0.127493235,0.400665586,24.00984413,-15.376706,166.959158,211.1662724,24.12316346,3002.953163,25.1708,3002.953163,4.446694,0.065837424,0,0.012412626,16886.89774,NA,12.02,546.3,NA,NA,NA,35,10,72,-76.36804077,-1283.700586,1352.209242,-1.696327759,0.102294067,NA
Venezuela (Bolivarian Republic of),Americas,4575.76,43.36,30,Community_transmission,0.003420761,0.243183845,0.187897181,0.015740698,0.077581301,0.245535407,32.73079191,6.42375,-66.58973,163.4057516,25.86505513,NA,88.19,NA,5.530943,0.020371603,0.060463052,0,587444.0996,NA,6.47,204.85,0.8,7.610990373,0.04,164000,153000,177000,22325.42483,-70523.22798,135222.2182,6.009649276,0.094449367,19033534
Viet Nam,Western Pacific,21.09,0.36,31.9,Clusters_of_cases,0.002661151,0.16155239,0.109981818,0.000699,0.08081827,0.45040707,308.1252459,14.058324,108.277199,153.6768327,24.59981795,2384.962135,35.2158,2384.962135,3.120298,0.007850913,0,0.008254647,2287437.805,425.969,6,245.465,2.6,7.553672942,0.04,72300,39600,111000,-6231.135879,-265676.3525,322802.7369,-0.443572352,0.231262931,77353930
Yemen,Eastern Mediterranean,71.55,20.65,19.8,Community_transmission,0.000217244,0.072878615,0.09823899,0.012771964,0.05349941,0.185236426,53.97785291,15.552727,48.516388,14.33384929,23.93610449,1059.940298,36.0204,1059.940298,5.355027,0.044702319,0.016231429,0.007908668,1788795.959,NA,5.35,495.003,0.7,2.902140675,0.03,65600,37800,97600,33792.32634,-62545.16861,149917.0097,9.45951989,0.103214389,489529
Zambia,Africa,3408.57,46.4,16.9,Community_transmission,0.069018935,0.229081913,0.040574272,0.118292391,0.03698823,0.17735988,23.3414789,-13.133897,27.849332,78.59351564,22.45181442,1394.93894,42.9828,1394.93894,7.925194,0.081461428,0.104574236,0.028918473,3525651.927,7600.931,3.94,234.499,2,2.115314738,0.02,81300,59100,115000,23552.81365,-37880.21441,98263.42358,9.64649339,0.097218798,1538759
Zimbabwe,Africa,2331.84,90.09,20.5,Community_transmission,0.087042576,0.257618157,0.039793285,0.013333333,0.028672414,0.121891023,37.32459093,-19.015438,29.154857,51.95784237,22.04016122,1521.110227,32.2674,1521.110227,5.685164,0.049674191,0.023431863,0.013354564,3052140.15,3976.657,1.82,307.846,1.7,2.980608063,0.01,80900,64000,101000,18631.68599,-39287.33959,89049.84849,8.128382355,0.095405922,4111696
