Country,WHO_Region,Cases._perMil,Deaths._perMil,mean._age,Transmission_Classification,HIV.AIDS,Genital.herpes,Ascariasis,Malaria,Trichuriasis,Tuberculosis,popDen_2018,latitude,longitude,Avg_Rainfall91.2016_mm,Avg_temp91.2016_c,GDPpc,PerUrb,HCexpend,inv_simpsons,Hookworm.disease,Schistosomiasis,Lymphatic.filariasis,inf_diseaseBurden,Total_tests_per_thousand,Diabetes_prevalence,Cardiovasc_death_rate,Spatial_lag
Northern Mariana Islands (Commonwealth of the),Western Pacific,2310.75,34.75,32.8,Pending,0.000346218,0.212501577,0.010961928,0,0.046800591,0.297114874,123.6565217,-29.040835,167.954712,566.3958622,27.73741699,22625.3029,91.5312,22625.3029,3.33278,0.011233898,0,0,802.2706521,NA,NA,NA,425.6
Norway,Europe,11947.82,107.36,39.5,Clusters_of_cases,0.000680355,0.109342368,0,0,0,0.078590859,14.54829163,60.472024,8.468946,90.33627981,1.726859776,75493.11057,81.8622,75493.11057,2.410796,0,0,0,39128.60107,122259.234,5.31,114.316,39427.77667
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,36063.92,407.53,18,Community_transmission,4.12E-05,0.080273885,0.057265024,0,0.039207029,0.134386662,NA,31.354676,34.308825,20.33762782,20.26481766,3495.614894,75.8988,3495.614894,4.534656,0.003111658,0.028605514,0,45777.95049,NA,10.59,265.91,38768.585
Oman,Eastern Mediterranean,26630.11,300.59,26.2,Community_transmission,0.000610563,0.091754805,0.01558044,0,0.030682111,0.126810988,15.6041454,21.512583,55.923255,6.906469167,26.04229615,15528.42193,83.4784,15528.42193,4.314298,0.017460804,0,0,48057.00721,NA,12.61,266.342,15428.09667
Pakistan,Eastern Mediterranean,2514.85,54.44,22,Community_transmission,0.000348965,0.042344154,0.170695911,0.005727898,0.07063376,0.15284613,275.2893187,30.375321,69.345116,26.13547042,20.47787865,1391.424619,36.455,1391.424619,3.220858,0.010754103,0,0.001775564,20135994.07,6602.221,8.35,423.031,10705.73333
Panama,Americas,75807.34,1270.06,30.1,Community_transmission,0.005351531,0.230283137,0.052030887,0.001318714,0.055803671,0.225725643,56.18607748,8.537981,-80.782127,210.8381772,25.56950256,14889.64139,67.3712,14889.64139,4.199283,0.028347717,0,0,92445.98205,67228.717,8.33,128.346,20443.122
Papua New Guinea,Western Pacific,100.59,1.01,24,Community_transmission,0.009338012,0.154149349,0.108104447,0.041158527,0.087056451,0.402700191,19.00436338,-6.314993,143.95555,256.4114731,25.21211859,2702.954647,13.1166,2702.954647,5.871886,0.145629955,0,0.141147575,1380354.839,NA,17.65,561.494,9478.301667
Paraguay,Americas,19364.5,396.21,29.7,Community_transmission,0.00241368,0.250837527,0.039511299,0,0.037613896,0.2368812,17.50835892,-23.442503,-58.443832,96.10503349,23.65548429,5525.43392,61.308,5525.43392,3.608851,0.006794714,0,0,149596.0935,18055.231,8.27,199.128,32142.656
Peru,Americas,35991.24,1283.16,29.1,Community_transmission,0.00257009,0.244523619,0.020107959,0.003222397,0.034942821,0.141770963,24.99160625,-9.189967,-75.015152,130.1063933,19.75511154,6612.707723,77.7244,6612.707723,3.274954,0.007964888,0,0,928106.2262,12322.303,5.95,85.755,20829.42
Philippines,Western Pacific,4918.69,102.49,24.1,Community_transmission,0.002679448,0.122305047,0.092858521,0.000117346,0.118254701,0.385533521,357.6883053,12.879721,121.774017,210.877417,25.91275321,3187.020952,46.6994,3187.020952,3.852608,0.032876399,0.004833877,0.027521469,5634123.49,13628.885,7.07,370.437,8428.891667
Poland,Europe,41131.42,1039.99,41.9,Community_transmission,0.000428524,0.076295523,0,0,0,0.181569078,124.0234822,51.919438,19.145136,50.62085638,8.667609712,14010.32121,60.1312,14010.32121,2.508853,0,0,0,352061.5241,44658.413,5.91,227.331,61647.616
Portugal,Europe,75310.48,1407.71,44.6,Clusters_of_cases,0.003869877,0.12444022,0,0,0,0.085899264,112.2619412,39.399872,-8.224454,69.05979978,15.47696051,21505.16212,64.6454,21505.16212,2.402729,0,0,0,151979.4082,136424.942,9.85,127.842,28556.26667
Puerto Rico,Americas,33612.7,659.94,43.6,Community_transmission,0.002364417,0.27854883,0,0,0,0.16290449,360.0173619,18.220833,-66.590149,181.7696521,25.59597179,31199.00344,93.5934,31199.00344,3.276853,0,0.091175938,0,50862.86633,NA,NA,NA,10990.285
Qatar,Eastern Mediterranean,53634.9,87.12,33.7,Community_transmission,5.48E-05,0.09766765,0.00723677,0,0.029297859,0.128238371,239.5931955,25.354826,51.183884,5.061756859,27.9660516,61464.64005,99.0722,61464.64005,3.779874,0.002223938,0,0,12435.16098,108569.175,16.52,176.69,25011.384
Republic of Korea,Western Pacific,1589.4,28.91,43.2,Clusters_of_cases,0.000587137,0.161980609,0.003170239,0.000156861,0.025733103,0.192778116,529.3585013,35.907757,127.766922,101.9648503,8.851511522,30981.42147,81.5176,30981.42147,2.820981,0.005066729,0,0,440434.9377,19995.162,6.8,85.998,11491.08143
Republic of Moldova,Europe,40867.5,881.76,37.7,Community_transmission,0.002341127,0.162770823,0,0,0,0.219308557,94.26443028,47.411631,28.369885,43.53737849,10.38536875,3571.970053,42.5826,3571.970053,2.647302,0,0,0,62475.42109,NA,5.72,408.502,31463.636
Romania,Europe,38811.15,985.62,42.5,Community_transmission,0.000789046,0.088221606,0,0,0,0.183169763,84.63380129,45.943161,24.96676,55.28317583,9.690750032,10928.99014,53.961,10928.99014,2.548196,0,0,0,285166.7987,46310.626,9.74,370.946,45182.89714
Russian Federation,Europe,27397.34,531.73,40.3,Clusters_of_cases,0.008151725,0.157698896,0,0,0,0.196828276,8.822067953,61.52401,105.318756,36.82347051,-5.255762756,10338.81069,74.3052,10338.81069,2.777026,0,0,0,3133222.674,130382.931,6.18,431.297,8265.46
Rwanda,Africa,1283.26,17.22,19.7,Community_transmission,0.017032168,0.212964107,0.074670273,0.128716157,0.115812897,0.203513421,498.6598703,-1.940278,29.873888,102.3400335,20.01248558,774.5226038,17.1418,774.5226038,7.638848,0.090975621,0.144169842,0,1354981.741,11432.932,4.28,191.375,455.7416667
Saint Lucia,Americas,11038.68,103.47,36.9,Sporadic_cases,0.002158283,0.256518462,0.026222941,0,0.033034975,0.232029673,298.1786885,13.909444,-60.978893,205.9907469,26.38101282,10894.49266,18.6234,10894.49266,3.382297,0.007234927,0,0,2822.435391,NA,11.62,204.62,11088.4
Saint Vincent and the Grenadines,Americas,11564.81,36.06,35.3,Clusters_of_cases,0.003997978,0.239368037,0.025192278,0,0.036086985,0.252906961,282.5897436,12.984305,-61.287228,136.433216,27.39501731,7205.562908,51.7866,7205.562908,3.346557,0.009237293,0,0,2756.371111,NA,11.62,252.675,10478.9825
San Marino,Europe,92433.26,2033.12,45.2,Community_transmission,0.000747149,0.117165514,0,0,0,0.076627063,563.0833333,43.94236,12.457777,NA,NA,45220.35838,97.063,45220.35838,2.398999,0.005207386,0,0,231.3190871,NA,5.64,NA,55966.15
Sao Tome and Principe,Africa,6182.73,100.38,19.3,Community_transmission,0.000140989,0.16953951,0.083900554,0.011155871,0.03565504,0.175207878,219.8208333,0.18636,6.613081,177.2261475,23.93371699,1799.777888,71.927,1799.777888,5.007559,0.007547836,0.000148223,0.026705805,9689.244949,NA,2.42,270.113,3123.666667
Saudi Arabia,Eastern Mediterranean,10646.16,184.01,30.8,Sporadic_cases,0.000307934,0.104401501,0.010094474,5.89E-05,0.029033747,0.183034196,15.67665431,23.885942,45.079162,5.860535641,25.50970032,21557.94767,83.6224,21557.94767,3.787655,0.002352256,0.023971469,0,400595.3112,76124.519,17.72,259.538,26060.16625
Senegal,Africa,1735.38,41.15,19.4,Community_transmission,0.00320758,0.133991629,0.114991352,0.024813762,0.119637003,0.202599734,82.34747832,14.497401,-14.452362,59.56883689,28.63098878,1352.654466,46.7486,1352.654466,7.190223,0.101969864,0.089355035,0.0103881,1766604.74,4487.26,2.42,241.219,5719.86
Serbia,Europe,58853.37,594.36,43.4,Community_transmission,0.000275034,0.084631067,0,0,0,0.174109598,79.8376858,44.016521,21.005859,63.15389821,11.05039516,6462.192619,55.96,6462.192619,2.575244,0,0,0,67403.17097,78210.557,10.08,439.415,49712.90333
Seychelles,Africa,16014.72,71.18,36.8,Community_transmission,0.001080556,0.171633576,0.022943535,0,0.071521624,0.302071768,210.3521739,-4.679574,55.491977,135.9992685,27.40689231,15911.82818,56.2604,15911.82818,3.271308,0.007781245,0,0,3093.698218,NA,10.55,242.648,6073.843333
Sierra Leone,Africa,474.99,9.9,19.1,Community_transmission,0.010028082,0.150285276,0.079307026,0.346189436,0.064572672,0.208262056,105.987171,8.460555,-11.779889,203.3372919,26.42637981,530.1099384,41.6464,530.1099384,6.026111,0.09511781,0.008418908,0.048506736,2196893.968,NA,2.42,325.721,14744.574
Singapore,Western Pacific,10208.12,4.96,35.6,Sporadic_cases,0.000867257,0.127344396,0,0,0,0.196851229,7952.998418,1.352083,103.819836,209.6255116,27.80535833,60962.14425,100,60962.14425,2.384924,0,0,0,65176.35233,29987.765,10.99,92.243,6916.885714
Slovakia,Europe,48685.79,985.78,41.8,Clusters_of_cases,6.65E-05,0.087197826,0,0,0,0.163541924,113.2855865,48.669026,19.699024,63.66602628,8.452958686,17809.77652,53.7802,17809.77652,2.688726,0,0,0,54802.94141,360949.022,7.29,287.959,57117.674
Slovenia,Europe,83871.67,1873.07,44.9,Clusters_of_cases,0.000138307,0.089957592,0,0,0,0.137346299,102.9636605,46.151241,14.995463,111.9027647,9.677380513,23624.06463,54.2874,23624.06463,2.693242,0,0,0,13916.66907,73447.824,7.25,153.493,54737.38
Somalia,Eastern Mediterranean,305.92,8.43,18.5,Community_transmission,0.001984269,0.174945845,0.262996333,0.046994458,0.050691553,0.176123926,23.9234769,5.152149,46.199616,22.70419026,27.27487115,NA,44.3954,NA,6.56932,0.101044474,0.090459863,0,6209556.983,NA,6.05,365.769,4812.34
South Africa,Africa,24912.22,783.58,28,Community_transmission,0.14745607,0.307164656,0.007395387,0.000826249,0.041301184,0.452178193,47.63011978,-30.559482,22.937506,38.30377356,18.2151142,5903.092181,65.846,5903.092181,4.637813,0.029538737,0.080533233,0,11112288.21,28422.361,5.52,200.38,14306.68333
South Sudan,Africa,411.75,5.81,18.6,Community_transmission,0.012532606,0.186705055,0.013519102,0.167248732,0.033197423,0.243498522,NA,6.877,31.307,83.87234119,27.82378718,1119.651333,19.3608,1119.651333,7.355363,0.175925444,0.053810615,0.015209447,2516513.415,783.202,10.43,280.775,1168.02
Spain,Europe,62312.88,1300.44,43.9,Community_transmission,0.00237485,0.10964755,0,0,0,0.029729722,93.67719744,40.463667,-3.74922,49.68400215,13.90396801,28079.45374,80.0816,28079.45374,2.018317,0,0,0,334587.2058,15801.553,7.17,99.403,52567.55
Sri Lanka,South-East Asia,3279.98,17.05,33.7,Clusters_of_cases,9.66E-05,0.167218262,0.015782575,0,0.09041527,0.292350119,345.558922,7.873054,80.771797,141.0176748,27.25148782,3948.153342,18.4024,3948.153342,3.460558,0.014004668,0,0.001512025,319381.6082,12166.599,10.68,197.093,9020.74
Sudan,Eastern Mediterranean,680.76,41.85,18.3,Community_transmission,0.002744309,0.076803397,0.031290675,0.038065308,0.052241615,0.177445576,NA,12.862807,30.217636,20.71728683,27.77713558,1077.248251,34.3926,1077.248251,5.800546,0.027151044,0.011530623,0.013722293,2070246.913,NA,15.67,431.388,870.2033333
Suriname,Americas,14780.99,274.45,31,Community_transmission,0.006383747,0.231991032,0.029005469,0.001517985,0.036598834,0.263025409,3.692224359,3.919305,-56.027783,191.7774798,26.09988301,6422.742487,66.0584,6422.742487,4.262997,0.008322278,0.121864572,0,17118.93726,NA,12.54,258.314,21285.066
Sweden,Europe,58228.2,1199.59,41.1,Community_transmission,0.000526483,0.135712461,0,0,0,0.18226965,24.98149812,60.128161,18.643501,56.04342372,2.537721731,52701.24611,87.138,52701.24611,2.222294,0,0,0,68074.12431,NA,4.79,133.982,34354.27714
Switzerland,Europe,61534.17,1025.12,42.7,Community_transmission,0.002714242,0.130994919,0,0,0,0.076510978,215.4653505,46.818188,8.227512,127.1149784,6.713588109,81503.13181,73.7728,81503.13181,2.238162,0,0,0,47583.27033,81376.764,5.59,99.739,57037.58
Syrian Arab Republic,Eastern Mediterranean,831.45,54.74,23.5,Community_transmission,2.79E-05,0.084637221,0.042608576,0,0.030184652,0.145932792,92.06710777,34.802075,38.996815,22.83998221,18.45703471,NA,53.4972,NA,4.422995,0.002864491,0.024979618,0,199275.7493,NA,NA,376.264,41451.035
Tajikistan,Europe,1437.88,9.54,25.3,Pending,0.000508842,0.071956396,0.073857847,3.20E-05,0.002686856,0.26508328,65.57271417,38.861034,71.276093,43.76687981,4.001359519,847.0129108,27.0036,847.0129108,3.226007,0.010034337,0,0,405405.3022,NA,7.11,427.698,6960.435
Thailand,South-East Asia,340.2,1.13,39,Clusters_of_cases,0.007747411,0.208705419,0.035507317,0.000706745,0.063261535,0.275839683,135.8972068,15.870032,100.992541,130.2134678,26.71120801,6705.882145,49.1966,6705.882145,3.638516,0.007420266,0,0.007039241,2163246.552,6731.027,7.04,109.861,2711.196
The United Kingdom,Europe,58329.96,1661.58,40.6,Community_transmission,0.002085203,0.10024839,0,0,0,0.085724798,274.7089819,55.378051,-3.435973,103.6380205,9.062469455,42354.74561,83.141,42354.74561,2.455429,0,0,0,691317.7518,201189.162,4.28,122.137,40472.10333
Togo,Africa,663.87,9.66,20,Community_transmission,0.014169022,0.163539695,0.058550268,0.267979536,0.048415554,0.198936359,145.0467733,8.619543,0.824782,97.00906484,27.38863942,630.7471811,41.168,630.7471811,5.85575,0.174178167,0.017761031,0.001106817,1470920.785,5142.972,6.15,280.033,2342.93
Trinidad and Tobago,Americas,5441.99,96.46,37.8,Community_transmission,0.007025826,0.260481464,0.012854568,0,0.031355046,0.239972805,270.9274854,10.691803,-61.222503,133.2558428,26.54560128,17046.54795,53.229,17046.54795,3.169138,0.006038655,0,0,25300.66616,10051.844,10.97,228.467,5496.5175
Tunisia,Eastern Mediterranean,18424.57,614.03,32.7,Community_transmission,0.000274553,0.116828804,0.025391425,0,0.026798871,0.138221707,74.44132338,33.886917,9.537499,22.15569814,20.38518125,3559.418157,68.6486,3559.418157,4.266479,0.002412001,0.019624968,0,114161.8623,1262.233,8.52,318.991,47147.45167
Turkey,Europe,30111.3,318.95,32.2,Community_transmission,6.76E-05,0.099487205,0.01768629,0,0.027189533,0.188848147,106.9601289,38.963745,35.243322,47.59197157,11.66637702,10215.03956,74.6324,10215.03956,3.060982,0.002706887,0,0,753964.9764,66058.574,12.13,171.285,34591.47286
Uganda,Africa,871.43,7.15,15.7,Community_transmission,0.034092082,0.204169433,0.033686444,0.352851821,0.073276755,0.355745112,213.0617345,1.373333,32.290275,105.5349147,23.50592596,777.8102211,23.203,777.8102211,5.688672,0.099074577,0.067308471,0.003604237,7233153.21,3501.188,2.5,213.333,899.8525
Ukraine,Europe,28573.94,543.54,41.2,Community_transmission,0.006273921,0.162866303,0,0,0,0.212636742,77.0296708,48.379433,31.16558,47.14680837,9.072880128,2741.783444,69.2572,2741.783444,2.709627,0,0,0,1019773.289,20245.542,7.11,539.849,41095.955
United Arab Emirates,Eastern Mediterranean,33294.2,94.03,38.4,Community_transmission,0.000255831,0.113247152,0.004754499,0,0.024806881,0.317757598,135.6091101,23.424076,53.847818,4.720580513,27.55765032,40878.5428,86.2396,40878.5428,2.324384,0.002080632,0,0,72758.64946,349471.747,17.26,317.84,24470.6875
United Republic of Tanzania,Africa,8.52,0.35,18.2,Pending,0.027499238,0.183360914,0.155028418,0.06708198,0.038790955,0.131010722,63.5790788,-6.369028,34.888822,81.42914897,22.90503654,1020.473123,33.0558,1020.473123,7.835872,0.093294759,0.068552334,0.006534761,8483909.311,NA,5.75,217.288,1809.127143
United States of America,Americas,80804.12,1389.7,38.5,Community_transmission,0.005603957,0.181889991,0,0,0,0.118588217,35.71362209,37.09024,-95.712891,55.8877625,7.616999647,60629.43539,82.0612,60629.43539,2.52554,0,0,0,2895404.151,174118.327,10.79,151.089,19751.58
United States Virgin Islands,Americas,23615.03,229.83,35.5,Community_transmission,0.002354979,0.272107162,0,0,0,0.215195654,305.6485714,18.335765,-64.896335,NA,NA,35555.5687,95.5972,35555.5687,2.615329,0,0,0,1487.634298,NA,NA,NA,10903.57833
Uruguay,Americas,13043.9,141.06,30.1,Community_transmission,0.003676452,0.201245597,0,0,0,0.17868849,19.70802765,-32.522779,-55.765835,110.6826119,17.94185513,16358.23055,95.2378,16358.23055,2.481942,0,0,0,47041.25409,35941.046,6.93,160.708,29341.056
Uzbekistan,Europe,2366.47,18.55,23,Clusters_of_cases,0.000704044,0.080250478,0.026599262,0,0.002427748,0.22475033,77.47085096,41.377491,64.585262,17.5447076,13.15879317,2052.663052,50.5722,2052.663052,3.147205,0.005823826,0,0,1130855.69,NA,7.57,724.417,11255.2
Venezuela (Bolivarian Republic of),Americas,4575.76,43.36,30,Community_transmission,0.003420761,0.243183845,0.187897181,0.015740698,0.077581301,0.245535407,32.73079191,6.42375,-66.58973,163.4057516,25.86505513,NA,88.19,NA,5.530943,0.020371603,0.060463052,0,587444.0996,NA,6.47,204.85,21366.44571
Viet Nam,Western Pacific,21.09,0.36,31.9,Clusters_of_cases,0.002661151,0.16155239,0.109981818,0.000699,0.08081827,0.45040707,308.1252459,14.058324,108.277199,153.6768327,24.59981795,2384.962135,35.2158,2384.962135,3.120298,0.007850913,0,0.008254647,2287437.805,425.969,6,245.465,2486.655
Yemen,Eastern Mediterranean,71.55,20.65,19.8,Community_transmission,0.000217244,0.072878615,0.09823899,0.012771964,0.05349941,0.185236426,53.97785291,15.552727,48.516388,14.33384929,23.93610449,1059.940298,36.0204,1059.940298,5.355027,0.044702319,0.016231429,0.007908668,1788795.959,NA,5.35,495.003,19831.73333
Zambia,Africa,3408.57,46.4,16.9,Community_transmission,0.069018935,0.229081913,0.040574272,0.118292391,0.03698823,0.17735988,23.3414789,-13.133897,27.849332,78.59351564,22.45181442,1394.93894,42.9828,1394.93894,7.925194,0.081461428,0.104574236,0.028918473,3525651.927,7600.931,3.94,234.499,2169.458571
Zimbabwe,Africa,2331.84,90.09,20.5,Community_transmission,0.087042576,0.257618157,0.039793285,0.013333333,0.028672414,0.121891023,37.32459093,-19.015438,29.154857,51.95784237,22.04016122,1521.110227,32.2674,1521.110227,5.685164,0.049674191,0.023431863,0.013354564,3052140.15,3976.657,1.82,307.846,6132.498
